id_node,1,2,3,4,5,6,7,8,cluster
sundays,0.590171,1.04503,2.0565700000000002,-1.97565,-0.129708,1.75348,0.36512,-0.99356,0
necklaces,-0.760137,0.945729,2.42084,-0.956167,0.0840189,1.49593,0.357115,-0.496016,0
pendant,-0.857016,1.14491,2.54497,-1.24984,0.0592247,1.32782,0.365386,-0.41916400000000004,0
crystal,-0.517624,0.930243,2.65265,-1.17034,0.17193599999999998,1.60071,0.681474,-0.211265,0
shopping,-0.6461060000000001,1.18014,2.80675,-1.40391,0.46218400000000004,1.30865,0.648504,-1.41012,0
katemoss,-0.00876926,0.66911,1.82457,-0.739533,0.253349,1.30077,0.741202,-0.769093,0
styleinspo,-0.684029,0.689513,3.10068,-1.6668,0.421804,1.50965,0.306274,-0.992481,0
buffalohorn,-0.827665,1.0252,3.53924,-1.6439,0.0646017,1.5649899999999999,1.11179,-0.7257560000000001,0
luxejewelry,-0.632629,0.832992,3.5814800000000004,-1.6579599999999999,0.16028599999999998,1.52965,1.14316,-0.707853,0
shopnow,-0.283856,1.75099,2.82258,-0.971995,0.0231303,1.0129,0.270875,-1.13089,0
travelaccessories,-0.6396149999999999,0.8850549999999999,3.4102,-1.55034,0.114422,1.3853,1.10311,-0.713368,0
nsw,-0.11917,0.45541899999999996,1.59146,-1.19527,0.21645799999999998,0.7978930000000001,0.321896,-0.536265,0
positano,-0.216471,0.58828,2.17328,-1.43351,-0.404199,1.35138,-0.24739899999999998,-0.556704,0
holidaydreaming,-0.16688499999999998,0.875992,1.66715,-1.54426,-0.09701030000000001,1.01193,0.357573,-1.1788399999999999,0
lifestyleblogger,-0.8446899999999999,0.5416310000000001,3.2882599999999997,-1.88027,0.14263,1.7287,0.909466,-1.31493,0
weekends,-0.806768,1.0603200000000002,2.5238400000000003,-2.4754,-0.5864520000000001,1.61406,0.45009099999999996,-0.8306610000000001,0
coffee,-0.432226,0.915967,1.81903,-0.940041,-0.211436,1.26455,-0.301788,-0.6109,0
bohostyle,0.0199065,0.927945,2.41875,-0.888318,0.452039,1.04199,0.32884,-0.499091,0
luxe,0.17242000000000002,0.676673,2.07364,-0.965467,0.393879,1.15899,0.169633,-0.35332399999999997,0
boho,-0.322763,1.28027,2.0196099999999997,-1.06716,0.369164,0.992509,0.291794,-0.703849,0
bohochic,-0.0905578,0.996296,2.29962,-1.01668,0.640235,1.23779,0.588892,-0.720866,0
crueltyfree,-0.255277,0.9070159999999999,2.51511,-0.654438,-0.152063,2.18451,0.271638,-1.44969,0
sustainable,0.202156,0.9581040000000001,2.00814,-0.5937819999999999,0.303481,1.42825,0.248507,-0.536335,0
holidays,-0.24256599999999998,0.456214,1.72173,-1.21393,-0.134391,0.6569149999999999,0.0265661,-0.597388,0
qualityoverquantity,-0.18246800000000002,1.205,3.05599,-1.00142,0.032762400000000004,1.74511,1.41527,-0.744456,0
monday,-0.0397375,0.838601,2.22008,-1.40026,0.428437,2.28378,0.012507299999999999,-1.30426,0
bathtime,0.444201,0.890752,2.29914,-1.87618,-0.166527,1.31122,0.467237,-1.4618,0
afterpay,0.6890850000000001,1.3681,4.02265,-1.5236,0.512735,2.74015,0.43741599999999997,-0.724958,0
handbag,-0.5685640000000001,0.691662,3.1585,-0.9753569999999999,0.0480426,1.62551,0.32369000000000003,-0.8630389999999999,0
leatherbag,-0.522332,0.975859,2.45402,-0.701805,0.170775,1.2437,0.418621,-1.0792700000000002,0
gifts,0.428863,1.15509,3.0789,-1.43182,0.24748299999999998,1.53748,1.04862,-0.568022,0
jewels,-0.29169,0.956099,2.8965799999999997,-0.681639,0.366304,1.8705,0.21716,-0.791424,0
lookbook,-0.105375,1.08074,2.55229,-0.608079,0.172241,1.59368,0.902417,-1.16229,0
neutrals,-0.170051,1.30293,1.98603,-1.6710099999999999,0.252338,1.4886,0.38334,-0.350959,0
hairaccessories,-0.641203,1.442,2.00948,-1.06449,0.0862871,1.21946,0.148297,-1.03724,0
netflix,0.41389799999999993,0.946448,1.5083600000000001,-1.2987,-0.307915,1.22807,0.10449800000000001,-0.7840520000000001,0
redwine,-0.0568725,0.575106,1.87959,-1.20875,0.226636,0.6800149999999999,-0.0683357,-0.8005260000000001,0
tgif,-0.0714847,0.714538,2.00084,-0.8244540000000001,0.345903,1.41111,0.605703,-1.17655,0
sustainability,-0.850165,0.8601610000000001,2.6183400000000003,-0.937486,0.030644900000000003,1.42013,0.0232701,-0.817909,0
shopitnow,-0.761782,0.9288,3.57865,-1.56994,0.10181699999999999,1.6693799999999999,1.17157,-0.733133,0
bracelets,-0.0906523,0.572335,1.96905,-1.71925,0.36045,1.00799,0.449345,-0.760888,0
retail,-0.0504717,1.72115,2.7825599999999997,-1.62121,0.49570699999999995,2.4454599999999997,-0.0875434,-0.6676890000000001,0
monochrome,0.12663,1.8012299999999999,3.21465,-1.78434,-0.41625500000000004,2.15842,0.203125,-0.153314,0
chic,-0.300894,0.916961,2.0141299999999998,-1.6473099999999998,0.358466,1.21802,0.425487,-0.33720900000000004,0
cocktails,0.517241,0.759097,2.7685,-1.95945,0.494446,1.6529,0.402237,-1.06596,-1
drinks,0.176341,1.2900399999999999,3.06771,-2.4857,0.34643,2.13847,-0.564222,-1.53351,0
couplegoals,0.068677,1.15557,1.7942900000000002,-0.958248,-0.29088600000000003,0.624113,0.198999,-0.7086180000000001,0
red,-0.250854,0.366136,1.76669,-0.9156,0.0250919,1.6996099999999998,0.045389,-1.00461,0
sundaymorning,0.126354,1.1194,2.05536,-1.79446,-0.200205,0.9618040000000001,-0.0908225,-1.1539,0
treats,-0.732777,1.1247,2.1152,-1.96717,-0.0997304,1.77095,-0.0444585,-1.34802,0
pinterest,-0.272966,0.953886,1.58864,-1.29303,0.26055300000000003,1.29416,0.278361,-0.30995,0
prettyinpink,0.422817,0.8448959999999999,2.3296799999999998,-0.9127,0.22628600000000001,1.6462900000000003,0.904051,-0.90399,0
naturalfibres,0.34489699999999995,0.986085,2.74923,-1.1780700000000002,0.373228,2.26526,0.997366,-1.50384,0
davidbowie,-0.313994,1.50605,2.34603,-2.2765299999999997,-0.213797,1.13697,0.360039,-0.783094,0
stars,-0.697318,1.5033100000000001,3.2991,-2.15313,0.401704,1.4360899999999999,-0.289627,-1.7652299999999999,18
moon,-0.682348,1.4763700000000002,3.5095199999999998,-2.2549200000000003,0.308628,1.42144,-0.40521799999999997,-1.5054,18
hearts,-1.11235,1.3724,2.70443,-1.9785099999999998,-0.214581,1.3736700000000002,0.542504,-0.954363,0
newarrivals,-0.296592,2.14964,3.42876,-1.84455,0.381815,1.8282900000000002,0.8650559999999999,-2.19755,-1
instorenow,-0.958714,2.82062,4.1071,-1.80824,0.214254,3.5395300000000005,0.39313000000000003,-1.67377,-1
bags,-0.644342,1.2856299999999998,2.64249,-0.875914,0.0329036,1.22203,0.486674,-0.779213,0
limitededition,-0.516786,0.902553,2.5834900000000003,-0.773201,-0.41490299999999997,1.32693,0.157565,-0.382878,0
timeless,-0.10722999999999999,1.6320299999999999,2.26493,-1.6071799999999998,0.455999,1.6705,0.42252,-0.522475,0
longweekend,-0.10438199999999999,1.16442,1.87746,-1.75285,-0.127915,1.25262,0.030020799999999997,-1.47821,0
relax,0.0509644,0.353215,2.19512,-0.9571139999999999,0.00679797,1.33859,-0.10553699999999999,-0.798297,0
athome,-0.163969,1.83895,2.3561,-1.7752299999999999,0.024421599999999998,2.0201700000000002,0.189054,-0.399879,0
flowers,0.14005399999999998,0.758628,1.33533,-0.9274870000000001,0.136414,1.14426,0.107348,-0.732042,0
inspo,-0.377587,0.61119,2.08799,-1.12933,0.46057,1.4440600000000001,0.15997,-0.49905900000000003,0
fashionaccessories,-0.751286,1.02514,3.54653,-1.51605,0.0731028,1.59816,1.08191,-0.697769,0
luxury,0.297939,1.05152,2.76523,-1.0483799999999999,0.282389,1.30617,0.0967724,-0.42881899999999995,0
streetstyle,-0.156122,1.2444600000000001,4.01821,-0.9684530000000001,0.243362,1.69725,0.40065300000000004,-1.23892,-1
moodboard,-0.7026479999999999,1.7623,2.27273,-1.6551,-0.029444400000000003,2.36591,-0.00485015,-1.5010299999999999,0
emerald,-0.789041,1.7150299999999998,3.2741599999999997,-1.3249600000000001,0.23585599999999998,1.8537599999999999,0.8607950000000001,-0.626656,0
mbfwa,-0.6907449999999999,1.9702400000000002,3.19075,-1.6247200000000002,-0.288516,1.4217600000000001,0.974944,-1.46249,0
fashionweek,-0.39079200000000003,1.36258,2.55251,-0.92976,0.031829500000000004,1.1300299999999999,0.76556,-0.810438,0
runway,-0.916552,1.28386,2.9432,-1.26965,0.00956875,1.2806600000000001,0.578544,-0.9426030000000001,0
clutchbag,-0.45346800000000004,0.661712,2.60242,-0.749196,-0.0759778,1.71196,0.360252,-0.502922,0
manhattan,0.30138899999999996,0.848758,1.7827400000000002,-1.04328,0.285317,1.12111,0.527245,-0.9652229999999999,0
comingsoon,-0.260706,0.781107,1.1430200000000001,-0.625682,-0.0794493,0.894864,0.0183082,-0.60933,0
sundaynight,-0.204464,1.1356600000000001,2.50705,-2.12292,-0.110367,2.09481,-0.045502600000000004,-2.07556,-1
white,0.027294,0.6514409999999999,1.6653,-0.314076,-0.04198590000000001,0.9122170000000001,0.117274,-0.5058229999999999,0
behindthescenes,-0.174562,0.527474,2.04918,-1.05345,-0.0696272,2.1294,0.383465,-1.16975,0
photoshoot,-0.24565900000000002,0.729579,2.7507,-1.05529,-0.024206099999999998,2.03079,-0.369317,-1.5101,0
homewares,-0.773259,1.51058,2.41015,-1.36806,0.144272,1.32817,0.114579,-0.777676,0
destinations,0.667085,1.00918,2.39595,-1.13107,-0.509089,1.53888,0.152846,-0.748846,0
interiordesign,-0.314871,1.28282,2.04283,-1.7232,0.332874,1.73984,0.356344,-0.44130699999999995,0
mondaymotivation,-0.06675700000000001,1.43074,2.19286,-1.28778,0.294528,0.9254020000000001,-0.0474719,-1.19059,0
glitter,0.563076,1.37863,2.04935,-1.0228,0.0410967,1.3733600000000001,-0.0176028,-1.10779,0
mondays,-0.15798299999999998,1.0322200000000001,1.91262,-1.01369,0.24777600000000002,1.7817599999999998,0.687499,-1.4713200000000002,0
yummymummy,-0.0648962,0.485393,1.3583100000000001,-1.0793700000000002,0.11611099999999999,0.975859,-0.08730039999999999,-0.942483,0
girlsnight,-0.15154700000000002,0.8801,1.6670099999999999,-1.73862,0.18116300000000002,0.9330959999999999,0.254334,-0.943888,0
chanel,-0.201941,1.09864,1.91334,-0.9075190000000001,0.0758454,2.06562,0.23553200000000002,-1.34059,0
natural,0.464445,1.03122,1.68155,-1.02042,0.15295599999999998,1.33284,-0.04208,-0.836518,0
wholesale,0.245694,1.00019,2.97968,-1.6977900000000001,0.34162600000000004,2.60132,1.34974,-1.6279299999999999,0
versailles,-0.413832,1.15455,2.1064700000000003,-2.3965799999999997,0.09742310000000001,1.54999,0.174075,-1.09778,0
france,-0.108628,0.705941,1.6693,-1.68518,0.0228989,0.8849239999999999,0.28863099999999997,-0.639437,0
mothersday,0.432667,0.979261,2.09812,-1.5274,-0.28176799999999996,1.15601,0.218254,-1.4292799999999999,0
giftideas,0.064832,1.61049,2.56186,-1.48231,0.23228800000000002,1.7758900000000002,0.9788209999999999,-0.359693,0
louisvuitton,-1.2801799999999999,1.14819,3.67562,-1.1256700000000002,-0.398339,2.61333,0.713997,-1.30697,0
bedtime,-0.323704,0.940292,1.6981700000000002,-1.32673,0.25901,1.32554,0.0111389,-0.38216500000000003,0
bali,0.253442,0.598212,1.6014,-1.2616399999999999,-0.265403,0.914063,0.427972,-0.411337,0
suede,-0.8030930000000001,1.33754,3.07536,-1.75935,0.62366,2.36845,0.823874,-2.04275,-1
mensstyle,0.160967,1.16682,2.4851,-0.6698270000000001,0.329356,1.36191,0.146932,-0.7026859999999999,0
mensaccessories,-0.646422,1.6390799999999999,3.23165,-0.873026,-0.203903,1.7733900000000002,0.90675,-1.71271,34
glamour,-0.659567,0.9619209999999999,2.6343099999999997,-0.815376,0.330627,1.78224,0.19153,-0.819284,0
holiday,-0.197144,0.49533999999999995,1.67091,-0.958333,-0.172847,0.5769310000000001,-0.0157023,-0.569619,0
india,-0.276673,1.7456,2.4177299999999997,-1.47621,-0.145473,1.29105,0.636918,-0.376156,0
anzacday,-0.44410299999999997,0.8836940000000001,2.15574,-2.30083,-0.14827,1.50759,0.488737,-1.3819700000000001,0
floral,-0.12090999999999999,0.7790739999999999,1.77833,-1.39093,-0.0664363,1.7940200000000002,-0.050308099999999994,-0.34113699999999997,0
breakfastattiffanys,-0.567006,1.13031,1.9403599999999999,-1.7298799999999999,-0.318873,1.89478,-0.14241900000000002,-1.22943,0
audreyhepburn,-0.643205,1.42533,2.58439,-2.18506,-0.307783,2.64262,-0.259994,-1.63828,6
home,-0.011349099999999999,1.24524,2.02264,-1.49166,0.28318499999999996,1.5405799999999998,-0.262681,-0.48425799999999997,0
handcrafted,0.24451599999999998,1.12773,3.09897,-1.2272,0.299275,2.01666,0.598169,-0.22782,0
online,-0.639458,1.06074,2.94103,-1.15506,0.453021,1.5368700000000002,0.753571,-0.863809,0
crown,-0.383628,1.55336,3.04103,-2.84971,-0.62115,2.74578,-0.0189771,-2.19695,-1
thebeatles,-0.632926,0.866936,1.7858900000000002,-1.6590799999999999,-0.12291400000000001,1.20776,-0.00385171,-0.660288,0
gucci,-0.24495,1.01831,1.6729599999999998,-0.522467,0.019913099999999996,1.39105,0.303655,-1.0509,0
morocco,-0.46358599999999994,1.00586,1.7852,-0.902442,-0.246158,0.644597,0.204381,-0.714274,0
sale,-0.371448,1.4047100000000001,2.57079,-0.8240770000000001,0.27257,1.2232299999999998,0.26914499999999997,-1.14048,0
fridaynight,0.349925,1.10232,1.91485,-1.63205,-0.152679,1.3320299999999998,-0.12153399999999999,-0.5663,0
goodfriday,0.38169899999999995,0.8463860000000001,2.19666,-1.61963,0.269876,1.3323399999999999,0.527718,-1.39832,0
destination,0.129946,0.559833,1.96348,-0.800171,-0.183308,1.00016,-0.25648200000000004,-0.863301,0
cool,-0.48708599999999996,0.790218,2.43867,-0.863741,0.332027,1.39742,-0.016231799999999998,-0.8856440000000001,0
justdoit,-0.12058800000000001,1.00316,2.33328,-1.86368,-0.04901319999999999,2.36314,-0.523105,-1.25586,0
gemstones,-0.615625,1.14334,2.56358,-0.961491,0.00947862,1.48589,0.8853110000000001,-0.360058,0
leather,-0.41594,0.870993,2.2737,-0.908696,0.455771,1.4833399999999999,0.732963,-0.81799,0
champagne,0.24547,1.4501899999999999,2.6890400000000003,-2.2706,0.23331100000000002,2.0503099999999996,-0.289971,-0.749262,20
fun,-0.218743,0.652036,1.8609799999999999,-0.897861,0.170595,0.775625,-0.0270399,-0.791542,0
autumn,0.175082,0.785387,1.47088,-1.40949,0.0295932,1.37978,0.0272611,-0.861972,0
girlfriends,0.0778652,0.46358699999999997,1.7286599999999999,-1.3664,-0.16459300000000002,1.34249,0.124974,-1.2863799999999999,0
sisterhood,-0.624825,0.854992,1.69111,-1.589,-0.337497,1.31739,0.00981457,-0.696128,0
bestfriends,0.215017,1.19393,2.16755,-2.1980299999999997,-0.35277,1.24322,0.0238628,-1.01356,0
minimalist,-0.128228,1.60006,2.24038,-1.81732,-0.032001,1.85422,1.03884,-0.567758,0
grey,-0.527112,0.7848930000000001,2.40436,-1.3864,-0.326058,1.41124,0.366534,-1.7771,0
silver,-0.339953,1.81695,2.97245,-1.06374,-0.255488,1.54965,0.263704,-0.456298,0
eyelashes,-0.593086,0.530366,2.94057,-1.8469900000000001,-0.299361,2.57079,0.9383030000000001,-0.565645,-1
sleeptight,-1.21937,2.65278,5.47208,-2.24048,-1.8444099999999999,3.35295,0.486936,-2.96837,-1
freeshipping,-0.13554000000000002,1.6011600000000001,2.78983,-1.62291,0.487832,1.83995,-0.44383900000000004,-0.783944,0
greekislands,0.121018,1.28931,3.0181,-0.863452,-0.23808200000000002,1.20579,-0.101482,-0.655472,0
gift,-0.8808360000000001,1.18518,2.7455700000000003,-1.01769,0.162885,2.10704,0.708136,-0.788181,0
clutch,-0.45600799999999997,0.8323780000000001,2.29363,-0.5694819999999999,-0.153635,1.48935,0.252257,-0.441697,0
candles,0.328181,1.19766,2.3910099999999996,-1.32282,0.644708,1.98951,0.8027569999999999,-0.9837229999999999,0
sparkle,-0.405352,1.16683,2.65477,-1.273,0.433303,1.28216,-0.130206,-0.942031,0
relaxing,0.398833,1.34059,2.64011,-1.3982299999999999,-0.0305168,1.26272,-0.508851,-0.94745,0
fur,-0.283555,1.2377,3.5270900000000003,-1.16511,-0.628446,2.17637,0.568186,-0.353213,0
handbeaded,-0.0803787,1.5354700000000001,3.50222,-2.09638,-0.491676,2.38123,1.33437,-0.243148,-1
instashop,-1.01606,2.39595,3.7089800000000004,-1.80289,-0.976182,3.4227800000000004,1.37878,-1.53207,-1
paris,-0.205121,0.9376260000000001,1.46471,-1.46767,-0.00504117,0.788804,0.21967899999999999,-0.607595,0
breakfastinbed,0.576572,0.811792,2.4148099999999997,-1.23945,0.115008,1.96881,0.882307,-1.24939,0
rip,-0.287584,0.940564,1.31389,-0.7531479999999999,-0.08681989999999999,1.15695,-0.127753,-0.943183,0
beautifulpeople,-0.393088,1.1104100000000001,2.3978099999999998,-1.37371,-1.03805,1.1375,0.501487,-1.05914,0
santorini,-0.11386099999999999,0.804593,1.3918,-0.51246,-0.35870100000000005,0.888753,0.0150137,-0.486699,0
tassels,-0.116645,0.5883149999999999,1.8089099999999998,-0.9346209999999999,0.321842,1.5290000000000001,0.794722,-0.61532,0
clutches,-0.54408,1.36677,2.28877,-1.1931399999999999,0.468999,1.80823,0.279669,-1.399,0
internationalwomensday,-0.43334700000000004,1.90524,2.02672,-1.79998,-0.691915,1.80883,0.516962,-1.18125,0
pfw,-0.020972400000000002,1.26475,2.29645,-0.742808,0.241918,1.16083,0.708833,-1.2265700000000002,0
purse,-0.699479,0.810524,2.75632,-0.778729,-0.0887166,1.44929,0.332158,-0.770191,0
gold,-0.5819270000000001,0.9322940000000001,2.14948,-0.851039,0.195246,1.5483799999999999,0.718468,-0.5153260000000001,0
presents,-0.11300199999999999,1.7012099999999999,2.51788,-1.33994,0.205275,2.16062,0.855547,-0.347223,0
green,-0.16608399999999998,0.853016,1.7345,-0.798896,0.346947,1.39455,0.020390400000000003,-0.48581499999999994,0
dancing,-0.00693946,0.782838,1.43886,-1.14181,0.067134,0.85064,-0.0974806,-0.543365,0
editor,-0.7277319999999999,0.794301,2.11573,-0.93463,-0.230317,1.93993,0.221739,-0.7197600000000001,0
designer,-0.32058600000000004,0.846988,1.7020099999999998,-1.0216,0.34423200000000004,1.4039,0.487008,-0.404584,0
wool,0.0381149,0.768622,1.85615,-0.8764860000000001,0.3335,1.08946,0.416691,-0.24818099999999998,0
sorrynotsorry,0.377286,0.8358450000000001,2.1697900000000003,-1.31413,0.363046,1.3760299999999999,-0.06564099999999999,-1.30929,0
shoes,-0.841252,1.61148,3.2984699999999996,-1.13943,0.158255,1.9043599999999998,0.992201,-0.899366,0
pompom,0.0367471,1.89135,3.7000699999999997,-1.2396200000000002,0.21145,2.39485,0.8760450000000001,-0.35909800000000003,0
sunset,-0.0317665,0.5463279999999999,1.71945,-1.1267,-0.106494,0.795043,-0.170535,-0.6925520000000001,0
supermodel,-0.0606827,0.796616,2.50216,-0.933823,0.474861,1.6561099999999997,-0.00345503,-0.709555,0
accessory,0.17990599999999998,1.03526,2.72677,-0.915107,0.14249,1.7650099999999997,0.9370069999999999,-0.313916,0
giveaway,-0.9428270000000001,1.61758,2.72368,-1.92785,-0.41397399999999995,2.1581799999999998,-0.223527,-1.7800799999999999,6
interiorinspo,0.00498024,2.0158400000000003,3.23085,-2.0260599999999998,-0.197029,3.5090199999999996,1.30264,-1.16022,1
hydrangeas,-0.0654429,0.5447,1.65999,-1.1571,0.0691054,1.34992,0.46154399999999995,-0.22024000000000002,0
goodnight,0.0598318,2.2475,2.99991,-2.65557,-0.0481284,2.50909,0.873922,-0.722553,0
sleep,-0.5236270000000001,1.0611899999999999,2.42597,-1.99752,0.446312,1.52675,0.0367232,-0.485875,0
summer,-0.0869107,0.580198,1.4771,-0.654038,-0.034891399999999996,0.619386,0.19572799999999999,-0.588603,0
coffeetime,-0.865605,0.9751200000000001,2.3641400000000004,-1.83435,-0.5604279999999999,1.76321,-0.194157,-1.45421,0
jewelry,-0.670501,1.07399,2.50408,-0.87389,0.155593,1.5963200000000002,0.622045,-0.48735,0
work,0.0362685,0.43372799999999995,1.7196799999999999,-0.6841119999999999,0.166598,0.9138959999999999,0.1736,-0.8466370000000001,0
butterfly,0.128388,1.10846,2.95213,-1.54047,-0.42182200000000003,1.67252,-0.110595,-2.09143,0
interiors,-0.0958963,1.4526700000000001,2.2831599999999996,-1.88085,0.352136,1.7332400000000001,0.47557,-0.416889,0
summerdays,0.111552,2.0163,2.67683,-1.94078,0.0488766,2.08737,0.668987,-0.637177,0
giftsforher,0.6948840000000001,1.55027,4.1782900000000005,-2.3546400000000003,0.313711,2.13332,1.33207,-0.823045,-1
mornings,0.41916800000000004,0.800168,1.6471,-0.8815719999999999,0.187054,0.902383,0.261991,-0.737863,0
wine,-0.11899100000000001,0.572333,2.14673,-1.52769,0.036886800000000004,0.792237,0.027294799999999998,-1.22879,0
pompoms,0.055198300000000006,1.57212,3.54872,-1.42544,0.382786,2.43039,0.834242,-0.30695500000000003,0
beachstyle,-0.203238,1.28045,2.69679,-1.04303,0.335741,1.2791,0.570393,-0.38567199999999996,0
beach,-0.308998,0.753794,1.9949299999999999,-1.0081,0.08522880000000001,0.64908,-0.0201603,-0.46987700000000004,0
australiaday,0.26923,0.34129899999999996,2.67253,-1.36255,0.0311445,2.24595,0.973683,-0.667756,0
happiness,-0.249236,0.819285,2.43268,-1.56494,0.45933599999999997,1.21613,-0.24500999999999998,-0.8939809999999999,0
seaside,-0.06549780000000001,0.884028,1.86332,-1.41004,-0.28065300000000004,1.13415,-0.0967673,-0.29804899999999995,0
wonderlust,0.116569,0.803557,2.98694,-1.43779,0.101482,0.82742,0.133652,-1.02446,0
adventure,0.399949,1.03139,3.06822,-1.19382,0.35932800000000004,1.7967799999999998,0.258367,-0.432195,0
birds,0.662413,1.03495,2.12233,-1.12999,-0.20131400000000002,1.1995200000000001,0.11789300000000001,-0.898855,0
fashionbloggers,-0.5148550000000001,0.7481300000000001,1.3313700000000002,-1.03829,-0.0905181,1.0439399999999999,0.0368689,-0.417451,0
details,-0.190262,0.522946,2.12414,-1.08838,0.458138,1.27241,0.622786,-0.576853,0
bag,-0.677895,0.647041,2.65387,-0.8904479999999999,0.08197389999999999,1.4229,0.388286,-0.66243,0
buynow,-0.354589,2.19795,2.56946,-1.44639,-0.15079,1.9532900000000002,1.02515,-1.3840000000000001,-1
trends,-0.39519899999999997,0.626025,2.11748,-0.948098,0.33276100000000003,0.940873,0.21686,-0.767921,0
denim,-0.687021,1.23244,2.9668799999999997,-0.80501,0.24590399999999998,1.72123,0.501563,-1.32794,0
inspiration,-0.418925,0.858223,1.90242,-1.2984200000000001,0.353705,1.12539,0.310716,-0.48986199999999996,0
belt,-0.127154,0.9201290000000001,2.19313,-0.764073,0.181536,1.41842,0.249768,-0.35220799999999997,0
christyturlington,-0.143597,0.5820390000000001,1.8860599999999998,-0.774249,0.20340899999999998,1.2700799999999999,0.751138,-0.967492,0
handbags,-0.773802,0.741808,2.96855,-0.908969,-0.0353728,1.77877,0.35135700000000003,-0.8998079999999999,0
