username,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,noise
alececilfoc,0.0012271324249,0.000726656170522,7.14234697522e-05,0.00678969359331,0.000397930760048,0.0,0.0126419541461,0.0,0.0,0.0,0.00386877127824,0.0,0.00387549957612,0.0,0.00208913649025,0.000146606069491,0.0,0.0,0.0,0.00104456824513,0.0,0.00105102322883
alechiodi78,0.0022759601707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000573953968892
alejandrahill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
alenaratnikova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alessandrabruno.it,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alessandromanzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alesya.teterina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
alex_a_mcleod,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexandrabloom_nyc,0.00170954086617,0.0,0.0,0.00150602409639,0.0,0.0,0.000463392029657,0.0,0.0,0.0,0.0,0.0,0.0,0.00267737617135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00155693657947
alexandradfoster,0.00905405405405,0.0,0.00192307692308,0.0015625,0.00178571428571,0.0,0.0,0.0,0.0,0.00345744680851,0.0333333333333,0.0,0.0,0.0,0.00729166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00436205016358
alexandrarosaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00163576881134
alexiadeligian,0.000810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119956379498
alexisdeaville,0.00135135135135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexmastrodo,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alicek0128,0.000603955911218,0.00291474374545,0.000716229766509,0.0,0.0,0.0,0.000429737859905,0.0,0.0,0.000118863663378,0.0,0.0,0.000971581248482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00168146067758
aligunn8,0.00121155638397,0.0,0.00677866195108,0.0,0.0,0.0,0.00176834659593,0.0,0.0,0.0,0.0,0.0,0.00299850074963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000814750748944
alikidrakouli,0.00108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000654307524537
alilovv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alinamalina26,0.00370835952231,0.0,0.0,0.015261627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00151668351871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000925667621922
alinecoquelle,0.0138121546961,6.00528465049e-05,0.000743731406715,0.00405732044199,0.000739936858721,0.00184162062615,0.0404802379941,0.00124309392265,0.00217048145225,0.000367344539791,0.00775015346839,0.0,0.00186163824165,0.0,0.000402854511971,7.26955510323e-05,0.000131544330439,0.000251130085384,0.0,0.00172651933702,0.00195672191529,0.00270368786037
alisoncollari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allegramicangeli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allegrasidylls,0.00341394025605,0.0,0.000269905533063,0.0,0.0,0.0,0.0,0.0,0.0,0.000223964165733,0.0,0.0,0.00045766590389,0.0,0.000438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.00182517362108
allemedicina,0.0132943754565,0.0,0.00623700623701,0.0,0.0,0.0,0.010395010395,0.0,0.0,0.000862564692352,0.003003003003,0.0,0.00117508813161,0.0,0.0,0.00284495021337,0.0,0.0,0.0,0.00337837837838,0.0,0.00268207138436
allie_clay,0.0015625,0.0,0.000801282051282,0.0126953125,0.00167410714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00407608695652,0.0,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.000971237731734
allisonspeerpr,0.000693000693001,0.0,0.0,0.000534188034188,0.0,0.0,0.0,0.0,0.001221001221,9.09256228405e-05,0.000949667616334,0.0,0.000743218134522,0.0,0.000356125356125,0.0,0.0,0.000777000777001,0.0,0.0,0.0,0.000894779520734
always_summer_folegandros,0.000348735832607,0.0,0.00165425971878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00267351461639
alycepilgrim,0.00405405405405,0.0,0.0,0.0,0.00892857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000272628135224
amalficoast_,0.000574712643678,0.0,0.0,0.0783045977011,0.0,0.0,0.0,0.0,0.0,0.0,0.000319284802043,0.0,0.0,0.0,0.000239463601533,0.0,0.0,0.0,0.0,0.0,0.000478927203065,0.000194286717056
amalficoastlovers,0.00379665379665,0.0,0.0,0.0952380952381,0.00255102040816,0.0,0.00549450549451,0.0,0.0,0.0,0.00529100529101,0.0,0.0,0.0,0.00297619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.00173962714857
amalia3gr,0.0108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.00218102508179
amalkapeninteriors,0.00198728139905,0.0,0.0,0.00428921568627,0.0,0.0,0.0,0.0,0.0,0.0166875260743,0.0,0.0,0.0,0.00108932461874,0.0,0.0,0.0,0.000891265597148,0.0,0.0,0.0,0.00102636474437
amaltzimogianni,0.00794723294723,0.0,0.0,0.0,0.000850340136054,0.0,0.0,0.0,0.0,0.000189969604863,0.000330687830688,0.0,0.000258799171843,0.0,0.000248015873016,0.0,0.0,0.0,0.0,0.0,0.0,0.00588097834554
amandabairdantonucci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amandahenderso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amandaleroux1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
amandanorgaard_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
amandasmiller1,0.000579150579151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375939849624,0.0,0.0,0.0,0.0,0.0,0.00124630004674
amanyyassingallery,0.00669925244393,0.0,0.0,0.0,0.0182370820669,0.0,0.00327332242226,0.0,0.0,0.0,0.00945626477541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194900113692
amelia_pappas,0.0016016016016,0.0,0.000474833808167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000424088210348
ameliahaz,0.000675675675676,0.0,0.0,0.0,0.0,0.0,0.0192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000817884405671
amos12343,0.0126689189189,0.0054347826087,0.000801282051282,0.0,0.0546875,0.0,0.00480769230769,0.0,0.0,0.00132978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.00296483097056
ams525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amvu1505,0.0192594168972,0.0,0.0028265697557,0.0,0.0,0.00853018372703,0.000605693519079,0.0,0.00224971878515,0.000418830624895,0.00218722659668,0.0,0.00308113659706,0.0,0.000656167979003,0.0,0.000374953130859,0.000715819613457,0.0,0.000984251968504,0.0,0.00416455576641
amy.tough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
amyerlbaum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analoureiro25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anamarcarmona,0.00315315315315,0.0,0.0,0.0,0.00297619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136314067612
anastropnik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anchorsandacorns,0.00125177809388,0.0,0.0,0.0,0.000375939849624,0.000877192982456,0.0,0.00105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000554016620499,0.0,0.0,0.0,0.0,0.0,0.00068874476267
anddailybeauties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andi_bagus,0.000769061744672,0.00459526334394,0.000625390869293,0.000508130081301,0.000290360046458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000338753387534,0.0,0.0,0.0,0.0,0.0,0.0,0.00089546151732
andivanzyl,0.00306306306306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.00138131588513
andjelicaaa,0.0012474012474,0.00891861761427,0.000657462195924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00747863247863,0.0,0.002442002442,0.0,0.00320512820513,0.0,0.0,0.00148197858122
andrea.carbelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andreabustinzar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
andreacallaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andreafloriophoto,0.00754754754755,0.00644122383253,0.0,0.0532407407407,0.0,0.000617283950617,0.0547008547009,0.0,0.0,0.0,0.0,0.0,0.0186795491143,0.0,0.0,0.0,0.0,0.0572390572391,0.0,0.0,0.0,0.0111313057878
andreamosqueralaks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrearm68,0.0122686322686,0.0,0.0001554001554,0.0465909090909,0.00021645021645,0.0,0.0004662004662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000505050505051,0.000318979266348,0.0,0.0,0.0,0.0,0.0,0.00191004923829
andreasbcn,0.00300079491256,0.0,0.00329939668175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160169029444
andreaskipsey,0.00810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
andres_g68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andres_lrr,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
andro_est2014,0.0014157014157,0.0,0.000610500610501,0.0,0.0,0.0,0.0,0.0,0.00680272108844,0.0,0.0,0.0,0.0,0.0,0.0,0.0062656641604,0.00113378684807,0.0,0.0,0.0,0.0,0.00124630004674
andybritanny,0.00362641122135,0.00110071546505,0.000649139889646,0.000791139240506,0.000452079566004,0.00316455696203,0.000973709834469,0.0,0.0,0.0,0.0196905766526,0.0,0.00110071546505,0.0,0.0,0.0,0.00241109101869,0.0,0.0,0.0,0.0,0.00276079124277
angedesveaux,0.00114345114345,0.0,0.000328731097962,0.0,0.0,0.0,0.0,0.0,0.0018315018315,0.000136388434261,0.0014245014245,0.0,0.0,0.002849002849,0.000534188034188,0.0,0.0,0.0,0.0,0.0,0.0,0.00125828370103
angelicamorandini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
angelinapezone,0.000597439544808,0.0,0.00080971659919,0.00460526315789,0.0,0.0,0.0,0.0,0.0,0.0010078387458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149228031912
angidilkes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anikoeoeo,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anisa_lika,0.0267052767053,0.0,0.0,0.0,0.0,0.00198412698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00514098769279
anitahorn,0.0027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anitapezzotta1,0.0119986228266,0.0,0.00118406010126,0.000398089171975,0.0,0.00212314225053,0.000857422831945,0.0,0.0,0.000203279577178,0.0,0.0,0.00117695929106,0.0,0.00106157112527,8.38082467315e-05,0.0,0.0,0.0,0.0,0.000265392781316,0.00685216956428
ann4lisa,0.00212355212355,0.0,0.0,0.00446428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000701043776289
anna_g_fashion,0.00917280917281,0.000658761528327,0.0003885003885,0.0142045454545,0.0,0.0,0.002331002331,0.0,0.0,0.00161186331399,0.003367003367,0.0,0.0,0.0,0.00315656565657,0.0,0.0,0.00550964187328,0.0,0.0,0.00378787878788,0.00527081061432
annabairami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
annaguardaaltamodasposa,0.000982800982801,0.0,0.011655011655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00395256916996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00257757509666
annalauratuttounito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00109051254089
annamoro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
annemareats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
annetornroos,0.000931966449208,0.0,0.0,0.0,0.0,0.0,0.0079575596817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000902493137292
annewolfepostic,0.000900900900901,0.0,0.000474833808167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000888565774062
annieeveringham,0.00400273691413,0.000183452577509,0.000216379963215,0.000263713080169,0.0,0.0,0.00227198961376,0.0,0.0,0.000897746655894,0.0,0.0,0.00146762062007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000598171435934
annoushkaducas,0.0015444015444,0.0,0.0018315018315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000545256270447
antigonidanou,0.0016693163752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000962216947848
